Temps	Pendule
4.11	-52.5363680105656
4.14	-54.5689846635796
4.17	-54.0269535561092
4.2	-50.1423972859047
4.23	-44.1800551037304
4.26	-35.55272664316
4.29	-27.0157367005013
4.32	-17.5753615787253
4.35	-6.41855461662635
4.38	3.88003642531112
4.41	14.2237967262045
4.44	25.7419577599503
4.47	35.1371636227705
4.5	44.1710154139437
4.53	53.3855442409404
4.56	61.1546567813493
4.59	68.6527537680231
4.62	61.1998260403052
4.65	31.252607352566
4.68	1.62157347751781
4.71	-24.5765967168845
4.74	-43.9993780679069
4.77	-52.762214305345
4.8	-31.7133396319114
4.83	-4.20526092778891
4.86	19.5989385419525
4.89	37.8473191601224
4.92	48.4169257557951
4.95	53.8824060894549
4.98	54.514775714837
5.01	51.3077583289705
5.04	46.6101553975604
5.07	39.1120584108867
5.1	30.575068468228
5.13	21.0895240874961
5.16	10.6102560097352
5.19	0.944034593179822
5.22	-10.0320953330956
5.25	-20.69204044668
5.28	-30.3582618632354
5.31	-39.8889755029231
5.34	-48.9228272940964
5.37	-57.3694787188433
5.4	-63.6931749726646
5.43	-70.5137330750003
5.46	-64.0996983032674
5.49	-34.6945107229985
5.52	-2.03713649790734
5.55	23.6641718479805
5.58	29.3554984764196
5.61	10.0682249022648
5.64	-13.5552975316532
5.67	-33.3846022132784
5.7	-45.9868254619651
5.73	-54.7496616994031
5.76	-58.4083716748282
5.79	-58.3632024158724
5.82	-54.3883076277561
5.85	-49.0131658120081
5.88	-42.0119306738488
5.91	-33.9266333207488
5.94	-24.07973486837
5.97	-13.961820862256
6	-3.61806056136265
6.03	6.54502270370722
6.06	18.0631837374531
6.09	27.7745744129643
6.12	37.3504573116079
6.15	46.9715094692074
6.18	55.1471453402191
6.21	62.600073067937
6.24	69.8271545008756
6.27	65.4005671232007
6.3	36.5374106504023
6.33	5.28028345294297
6.36	-21.2792408131063
6.39	-38.3080514394678
6.42	-23.9893963504583
6.45	1.26021940587088
6.48	23.3931562942453
6.51	40.0606128489599
6.54	51.0819120341912
6.57	56.4118845909834
6.6	57.4507775469683
6.63	55.3729916349985
6.66	50.3592038908973
6.69	43.8999998602085
6.72	35.5436869533733
6.75	26.1484810905531
6.78	16.6629367098212
6.81	6.18366863206029
6.84	-4.47627648152411
6.87	-14.955544559285
6.9	-24.0345656094141
6.93	-34.5138336871751
6.96	-43.7735317731276
6.99	-52.4460294926539
7.02	-59.4020953718573
7.05	-66.5388382868841
7.08	-72.320503433235
7.11	-71.8236415847205
7.14	-44.7220862112008
7.17	-11.8388656913303
7.2	-7.86397090321407
7.23	-21.1889022951946
7.26	-37.4950047782622
7.29	-50.052058767993
7.32	-58.5438794516958
7.35	-63.6028364547528
7.38	-65.0030834823847
7.41	-63.3769901599735
7.44	-58.5438794516958
7.47	-53.0332298590802
7.5	-45.7609791671857
7.53	-37.7208510730416
7.56	-28.2804759512655
7.59	-17.8012078735046
7.62	-7.86397090321407
7.65	2.4346201387234
7.68	13.6365963597782
7.71	23.5286640711129
7.74	33.0142084518448
7.77	43.3579687527381
7.8	51.4432661058381
7.83	58.9413630925119
7.86	67.0266604456119
7.89	72.3114637434483
7.92	67.0266604456119
7.95	38.7958735981956
7.98	6.09333011414856
8.01	-9.21904867189005
8.04	3.69935938948765
8.07	23.1673099994659
8.1	39.8347665541805
8.13	52.4369898028672
8.16	59.4382249410264
8.19	62.0128727015108
8.22	62.4645652910694
8.25	58.580009020865
8.28	52.7983438745141
8.31	46.9263402102515
8.34	37.98282693699
8.37	28.4521132973023
8.4	19.6892770598643
8.43	8.80348565150052
8.46	-1.85645946208388
8.49	-11.2064960659482
8.52	-21.9567796974443
8.55	-31.7585088908672
8.58	-41.289222530555
8.61	-49.0583350709639
8.64	-57.143632424064
8.67	-64.235206080135
8.7	-70.6040715929121
8.73	-75.346843783278
8.76	-78.1021685795859
8.79	-81.3091859654523
8.82	-83.2062948415987
8.85	-84.6968803871423
8.88	-84.471034092363
8.91	-83.7483259490691
8.94	-81.9415555908345
8.97	-79.1862307945266
9	-74.7144741578959
9.03	-68.9779782705009
9.06	-63.2414823831059
9.09	-56.3305857628584
9.12	-48.2452884097584
9.15	-38.7597440290265
9.18	-29.6807229788974
9.21	-19.9693323033862
9.24	-9.58040274353698
9.27	1.84741977229714
9.3	11.6491489657201
9.33	21.7218937128782
9.36	31.930146236904
9.39	41.1446750639006
9.42	49.7720035244711
9.45	57.8573008775711
9.48	64.7230282388628
9.51	70.7757089389488
9.54	75.8346659420058
9.57	79.3578681405634
9.6	81.8873466420919
9.63	83.9199632951058
9.66	84.9136869921349
9.69	85.0943640279584
9.72	84.4168251436204
9.75	82.2487007137388
9.78	79.0416833278723
9.81	74.8861115039326
9.84	69.3302926523611
9.87	63.638966023922
9.9	55.9150227424689
9.93	47.3328635408543
9.96	39.4282432235777
9.99	29.2651599585079
10.02	19.102076693438
10.05	9.07450120523572
10.08	-1.72095168521628
10.11	-11.613019396551
10.14	-21.730933402665
10.17	-31.4423240781762
10.2	-40.9278684589081
10.23	-48.7421502582729
10.26	-56.6919398345053
10.29	-63.6480057137087
10.32	-70.0168712264858
10.35	-74.2176123093814
10.38	-78.2376763564534
10.41	-81.083339670673
10.44	-83.115956323687
10.47	-83.2062948415987
10.5	-83.9741722438484
10.53	-83.1611255826429
10.56	-80.767154857982
10.59	-77.3342911773361
10.62	-73.1335500944406
10.65	-68.0745930913836
10.68	-60.6668346226215
10.71	-54.0721228150651
10.74	-46.0319947209209
10.77	-37.4950047782622
10.8	-26.9705674415454
10.83	-17.665700096637
10.86	-7.547786090523
10.89	2.7056356924586
10.92	13.4107500649989
10.95	23.3028177763335
10.98	33.7820858540945
11.01	42.4094143146649
11.04	50.4043731498532
11.07	59.2123786462471
11.1	65.2650593463331
11.13	70.7305396799929
11.16	76.1508507546969
11.19	79.493375917431
11.22	81.842177383136
11.25	83.9199632951058
11.28	84.552332920488
11.31	84.5975021794438
11.34	83.2424244107679
11.37	80.4419303555042
11.4	77.5059285233729
11.43	72.6276485561393
11.46	66.5749678560533
11.49	61.1546567813493
11.52	52.9338516513817
11.55	44.3065231908113
11.58	35.634025471285
11.61	25.832296277862
11.64	16.1209056023508
11.67	5.77714530145749
11.7	-4.8827998121269
11.73	-14.5941904876381
11.76	-24.5314274579287
11.79	-33.9266333207488
11.82	-43.1863314067014
11.85	-50.5940898754634
11.88	-58.3180331569165
11.91	-64.9127449644729
11.94	-70.8299178876914
11.97	-74.353120086249
12	-78.5538611691445
12.03	-81.3995244833641
12.06	-82.8901100289077
12.09	-83.2514641005546
12.12	-82.8901100289077
12.15	-81.6705400370993
12.18	-78.2376763564534
12.21	-74.8499819347635
12.24	-70.1523790033534
12.27	-64.7320679286495
12.3	-57.0081246471964
12.33	-50.0972280269489
12.36	-41.9215921559371
12.39	-32.8877403647639
12.42	-22.5439800638705
12.45	-13.1036049420945
12.48	-3.16636797180399
12.51	8.306623802986
12.54	17.6114911478944
12.57	27.3228818234056
12.6	36.9439339810051
12.63	45.4809239236638
12.66	54.4244371969253
12.69	60.92881048657
12.72	66.8008141508326
12.75	72.8534948509187
12.78	76.8735588979907
12.81	79.9450685069896
12.84	82.5648855264299
12.87	83.6037784824148
12.9	84.3264866257086
12.93	83.197255151812
12.96	80.8032844271511
12.99	78.8610062920488
13.02	73.9827263248153
13.05	68.5624152501114
13.08	62.8259193627164
13.11	55.5084994118661
13.14	48.5072642737068
13.17	39.2023969287984
13.2	29.5361755122431
13.23	20.2313081673346
13.26	9.84237860748544
13.29	0.673019039444625
13.32	-10.1224338510074
13.35	-20.375855633989
13.38	-29.4097074251622
13.41	-38.5338977342471
13.44	-47.1612261948176
13.47	-54.5238154046237
13.5	-61.4347120248713
13.53	-67.4422234660015
13.56	-72.6366882459261
13.59	-76.1598904444836
13.62	-79.4572463482618
13.65	-81.8060478139669
13.68	-81.8512170729227
13.71	-82.3480789214373
13.74	-81.4898630012758
13.77	-78.0118300616741
13.8	-75.346843783278
13.83	-71.3719489951618
13.86	-64.8224064465612
13.89	-59.3117568539456
13.92	-52.400860233698
13.95	-43.3670084425248
13.98	-35.3268803483807
14.01	-26.3833670751192
14.04	-15.4524064077996
14.07	-6.01203128602356
14.1	3.78969790739939
14.13	14.720658574719
14.16	24.0255259196274
14.19	33.9627628899179
14.22	42.4997528325766
14.25	50.3140346319415
14.28	58.0831471723504
14.31	64.31650490826
14.34	70.6402011620812
14.37	74.7957729860209
14.4	77.9576211129315
14.43	81.6163310883567
14.46	82.519716267474
14.49	82.8810703391209
14.52	82.4745470085181
14.55	80.48709961446
14.58	78.0931288897991
14.61	74.1182341016829
14.64	68.8334308038466
14.67	63.955150836613
14.7	56.5022231088951
14.73	48.8686183453538
14.76	40.6478132153861
14.79	31.1622688346542
14.82	22.6252788919955
14.85	12.0556722963229
14.88	2.11843532603234
14.91	-7.99947868008167
14.94	-17.9818849093281
14.97	-27.6932755848393
15	-35.868911455851
15.03	-44.8575939880684
15.06	-52.9880606001243
15.09	-59.1310798181221
15.12	-65.4999453308992
15.15	-70.6944101108238
15.18	-75.1661667474546
15.21	-77.2439526594244
15.24	-80.1347852325998
15.27	-81.6253707781434
15.3	-81.0381704117171
15.33	-80.1799544915557
15.36	-78.1925070974976
15.39	-75.0758282295428
15.42	-69.97170196753
15.45	-65.3644375540316
15.48	-59.5376031487249
15.51	-51.72332134936
15.54	-44.2703936216421
15.57	-35.7785729379393
15.6	-26.6543826288544
15.63	-16.671976399608
15.66	-6.87024720618501
15.69	2.79597421037033
15.72	13.5010885829106
15.75	22.9866329636425
15.78	32.9690391928889
15.81	41.37052135868
15.84	49.0944646401331
15.87	57.0442542163655
15.9	63.2324426933192
15.93	69.1044463575818
15.96	73.5762029942125
15.99	76.8283896390349
16.02	80.2612533196807
16.05	81.4808233114891
16.08	81.5711618294008
16.11	82.0228544189595
16.14	79.7192222122103
16.17	76.6477126032114
16.2	73.1696796636097
16.23	68.020384142641
16.26	63.0969349164516
16.29	55.8246842245571
16.32	47.8748946483247
16.35	40.6478132153861
16.38	30.9364225398749
16.41	21.3153703822754
16.44	11.694318224676
16.47	1.48606570065022
16.5	-8.49634052859619
16.53	-17.2591767660342
16.56	-27.3319215131924
16.59	-36.4561118222773
16.62	-44.993101764936
16.65	-51.9491676441394
16.68	-58.4083716748282
16.71	-64.9579142234288
16.74	-70.1523790033534
16.77	-74.4434586041607
16.8	-76.4760752571747
16.83	-79.1862307945266
16.86	-80.2702930094674
16.89	-80.5413085632026
16.92	-78.2376763564534
16.95	-76.7470908109099
16.98	-73.5400734250434
17.01	-69.5200093779713
17.04	-63.557667195797
17.07	-57.6404942725785
17.1	-50.6392591344193
17.13	-43.0959928887896
17.16	-33.8814640617929
17.19	-24.9379507885315
17.22	-15.4072371488437
17.25	-5.87652350915596
17.28	5.32545271189883
17.31	14.4496430209838
17.34	23.8448488838039
17.37	33.4207317824475
17.4	41.8222139482386
17.43	50.3592038908973
17.46	57.224931252189
17.49	63.0517656574957
17.52	69.5561389471404
17.55	73.3051874404773
17.58	76.3315277905203
17.61	79.8998992480338
17.64	80.5774381323718
17.67	80.4419303555042
17.7	80.8032844271511
17.73	78.2286366666667
17.76	74.8861115039326
17.79	71.9952789307572
17.82	66.3491215612739
17.85	59.9802560484968
17.88	53.9727446073666
17.91	45.7971087363549
17.94	37.1246110168286
17.97	28.542451815214
18	18.8762303986587
18.03	8.98416268732399
18.06	-0.636889470275491
18.09	-10.4837879226543
18.12	-20.375855633989
18.15	-29.4097074251622
18.18	-37.1788199655712
18.21	-45.9868254619651
18.24	-53.3945839307271
18.27	-60.2603112920187
18.3	-65.4547760719433
18.33	-70.0168712264858
18.36	-74.0369352735579
18.39	-76.9729371056892
18.42	-78.9152152407914
18.45	-78.5538611691445
18.48	-78.8700459818356
18.51	-77.4697989542037
18.54	-75.2565052653663
18.57	-71.0105949235149
18.6	-66.6743460637517
18.63	-61.2088657300919
18.66	-55.0206772531383
18.69	-47.8387650791556
18.72	-38.7145747700706
18.75	-30.7196159348823
18.78	-21.6405948847532
18.81	-12.2453890219331
18.84	-1.26925909565762
18.87	7.9001004723832
18.9	17.2953063352033
18.93	27.187374046538
18.96	35.9050410250202
18.99	44.1258461549878
19.02	52.0304664722644
19.05	58.5348397619091
19.08	64.9037052746862
19.11	69.7819852419198
19.14	73.4406952173449
19.17	77.3704207465053
19.2	78.8610062920488
19.23	79.4482066584751
19.26	80.1257455428131
19.29	78.4996522204019
19.32	75.7443274240941
19.35	73.5762029942125
19.38	68.4720767321996
19.41	62.6904115858488
19.44	57.1797619932331
19.47	49.5461572296917
19.5	41.7318754303269
19.53	33.1045469697565
19.56	23.6641718479805
19.59	15.2626896821894
19.62	4.78342160442844
19.65	-5.37966166064143
19.68	-13.961820862256
19.71	-23.8990578325465
19.74	-32.8877403647639
19.77	-41.5602380842902
19.8	-48.0646113739349
19.83	-55.7433853964321
19.86	-61.9767431323417
19.89	-67.2163771712221
19.92	-70.7395793697797
19.95	-74.5337971220724
19.98	-77.0181063646451
20.01	-78.1925070974976
20.04	-77.6504759900272
20.07	-77.2891219183803
20.1	-75.4823515601456
20.13	-72.5463497280143
20.16	-67.3970542070456
20.19	-63.1511438651942
20.22	-57.2791402009316
20.25	-50.7747669112869
20.28	-42.1926077096723
20.31	-34.3783259103075
20.34	-25.5703204139136
20.37	-16.5364686227404
20.4	-6.28304683975875
20.43	3.38317457679659
20.46	12.9138882164843
20.49	22.489771115128
20.52	31.7042999421246
20.55	40.1057821079157
20.58	47.9200639072806
20.61	55.2374838581309
20.64	61.3353338171728
20.67	66.665306373965
20.7	71.4080785643309
20.73	74.6602652091533
20.76	76.783220380079
20.79	79.2675296226516
20.82	78.815837033093
20.85	77.7317748181522
20.88	76.4218663084321
20.91	73.3051874404773
20.94	69.1044463575818
20.97	64.3616741672158
21	58.580009020865
21.03	51.7142816595733
21.06	43.8999998602085
21.09	36.3567336145788
21.12	27.0970355286263
21.15	17.3856448531151
21.18	8.89382416941226
21.21	-1.44993613148108
21.24	-11.2968345838599
21.27	-20.7823789645918
21.3	-28.8676763176918
21.33	-37.7208510730416
21.36	-45.670640649274
21.39	-52.9880606001243
21.42	-59.492433889769
21.45	-64.1448675622232
21.48	-69.0231475294568
21.51	-72.6366882459261
21.54	-75.4823515601456
21.57	-77.0632756236009
21.6	-76.6115830340423
21.63	-76.6567522929981
21.66	-75.0758282295428
21.69	-72.6366882459261
21.72	-68.7973012346774
21.75	-63.19631312415
21.78	-58.1825253800489
21.81	-51.8136598672718
21.84	-44.7220862112008
21.87	-36.0947577506304
21.9	-27.3770907721482
21.93	-18.4335774988867
21.96	-9.08354089502245
21.99	0.356834226753563
22.02	10.8361023045145
22.05	19.8699540956877
22.08	28.6327903331257
22.11	38.0731654549018
22.14	45.6164317005314
22.17	52.4369898028672
22.2	60.0254253074527
22.23	64.8133667567745
22.26	69.0592770986259
22.29	73.756880030036
22.32	75.7443274240941
22.35	77.0090666748583
22.38	78.0027903718874
22.41	77.3252514875494
22.44	75.6539889061823
22.47	72.7631563330069
22.5	69.4658004292287
22.53	64.632689720951
22.56	58.6251782798208
22.59	53.0241901692934
22.62	45.1647391109727
22.65	36.9439339810051
22.68	28.0907592256553
22.71	19.5989385419525
22.74	9.79720934852958
22.77	-0.230366139672697
22.8	-9.44489496666938
22.83	-17.8915463914163
22.86	-27.5577678079717
22.89	-36.0947577506304
22.92	-43.9993780679069
22.95	-51.407136536669
22.98	-57.821171308402
23.01	-62.6542820166796
23.04	-67.261546430178
23.07	-71.2364412182942
23.1	-73.991766014602
23.13	-75.8888748907484
23.16	-76.701921551954
23.19	-75.7533671138808
23.22	-73.6304119429551
23.25	-71.7784723257646
23.28	-68.2101008682512
23.31	-63.8286827495322
23.34	-58.5438794516958
23.37	-51.8136598672718
23.4	-43.8187010320835
23.43	-36.5916195991449
23.46	-28.0997989154421
23.49	-19.2014549011365
23.52	-10.0772645920515
23.55	-0.0496891038492322
23.58	9.52619379479438
23.61	18.7407226217911
23.64	27.9552514487877
23.67	36.5825799093582
23.7	44.5323694855906
23.73	51.3980968468823
23.76	58.8510245746002
23.79	63.7293045418337
23.82	67.9752148836851
23.85	72.6728178150952
23.88	74.7054344681092
23.91	76.0153429778293
23.94	77.3704207465053
23.97	76.5122048263438
24	74.5699266912416
24.03	72.7631563330069
24.06	68.6075845090672
24.09	63.6841352828778
24.12	58.8058553156443
24.15	51.9401279543526
24.18	44.3516924497671
24.21	36.8987647220492
24.24	28.0907592256553
24.27	18.7858918807469
24.3	9.84237860748544
24.33	0.176157190930098
24.36	-9.35455644875765
24.39	-18.8852700884454
24.42	-27.1512444773689
24.45	-35.5075573842041
24.48	-43.5025162193924
24.51	-50.7747669112869
24.54	-57.3243094598874
24.57	-62.202589427121
24.6	-66.8098538406193
24.63	-70.5137330750003
24.66	-73.314227130264
24.69	-75.1209974884987
24.72	-75.1661667474546
24.75	-74.5337971220724
24.78	-73.314227130264
24.81	-70.8299178876914
24.84	-67.4873927249573
24.87	-61.9767431323417
24.9	-56.9177861292847
24.93	-50.6392591344193
24.96	-43.5025162193924
24.99	-35.9140807148069
25.02	-27.1512444773689
25.05	-17.3043460249901
25.08	-8.63184830546379
25.11	0.763357557356358
25.14	9.84237860748544
25.17	20.3668159442022
25.2	28.4972825562581
25.23	36.5374106504023
25.26	45.074400593061
25.29	51.8949586953968
25.32	57.9476393954828
25.35	63.4131197291426
25.38	68.1107226605527
25.41	71.4984170822427
25.44	73.7117107710801
25.47	76.2863585315645
25.5	76.0605122367851
25.53	74.9312807628885
25.56	74.2989111375064
25.59	70.9112167158164
25.62	67.0266604456119
25.65	62.1032112194225
25.68	57.1797619932331
25.71	50.133357596118
25.74	42.4094143146649
25.77	35.5888562123291
25.8	26.2388196084648
25.83	16.9339522635564
25.86	8.12594676716253
25.89	-1.44993613148108
25.92	-10.8451419943012
25.95	-20.1048400802538
25.98	-28.9580148356035
26.01	-36.230265527498
26.04	-44.315562880598
26.07	-51.2264595008455
26.1	-57.4146479777992
26.13	-62.9252975704148
26.16	-66.9453616174869
26.19	-69.5651786369272
26.22	-72.6366882459261
26.25	-74.1272737914696
26.28	-74.7144741578959
26.31	-73.991766014602
26.34	-71.3267797362059
26.37	-68.9779782705009
26.4	-65.3192682950757
26.43	-60.6668346226215
26.46	-55.2465235479176
26.49	-48.4259654455818
26.52	-40.3858373514377
26.55	-32.9780788826756
26.58	-24.4862581989728
26.61	-15.7234219615348
26.64	-6.59923165244982
26.67	3.60902087157592
26.7	12.6428726627491
26.73	21.4960474180989
26.76	30.3943914324045
26.79	38.8410428571515
26.82	46.2488013259135
26.85	52.6176668386906
26.88	59.7544097537175
26.91	64.1358278724365
26.94	68.1107226605527
26.97	71.4080785643309
27	73.8020492889918
27.03	74.8861115039326
27.06	74.6602652091533
27.09	74.434418914374
27.12	72.0856174486689
27.15	68.8786000628024
27.18	64.632689720951
27.21	60.7029641917907
27.24	54.0630831252784
27.27	46.9715094692074
27.3	40.1057821079157
27.33	31.7042999421246
27.36	22.8511251867749
27.39	13.6365963597782
27.42	5.00926789920777
27.45	-4.61178425839171
27.48	-13.9166516033001
27.51	-23.0860111713409
27.54	-31.3068163013086
27.57	-38.3080514394678
27.6	-46.348179533612
27.63	-52.9428913411684
27.66	-58.7697257464752
27.69	-63.873852008488
27.72	-67.2163771712221
27.75	-70.1975482623093
27.78	-72.4560112101026
27.81	-73.5400734250434
27.84	-73.7207504608668
27.87	-72.5915189869702
27.9	-69.6555171548389
27.93	-66.9453616174869
27.96	-62.7897897935472
27.99	-57.821171308402
28.02	-52.1298446799628
28.05	-44.9479325059801
28.08	-36.8174658939242
28.11	-29.2290303893387
28.14	-20.6017019287683
28.17	-11.8388656913303
28.2	-2.53399834642187
28.23	7.35806936491281
28.26	16.2564133792184
28.29	24.7482340629213
28.32	34.3241169615649
28.35	41.5060291355476
28.38	48.462095014751
28.41	54.9212990454398
28.44	61.0191490044817
28.47	65.310228605289
28.5	68.8334308038466
28.53	71.8597711538896
28.56	73.5310337352566
28.59	74.1634033606388
28.62	73.395525958389
28.65	73.1245104046538
28.68	69.9626622777432
28.71	66.3942908202298
28.74	61.606349370908
28.77	57.3604390290566
28.8	50.3140346319415
28.83	42.9514454221353
28.86	35.4985176944174
28.89	27.2325433054939
28.92	18.2890300322324
28.95	8.84865491045639
28.98	0.763357557356358
29.01	-9.03837163606659
29.04	-18.0270541682839
29.07	-26.6995518878102
29.1	-35.1462033125572
29.13	-42.5991310402751
29.16	-48.5614732224494
29.19	-55.0206772531383
29.22	-60.5313268457539
29.25	-64.9127449644729
29.28	-68.616624198854
29.31	-71.2364412182942
29.34	-72.2301649153233
29.37	-71.9591493615881
29.4	-72.0494878794998
29.43	-70.3782252981327
29.46	-67.8035775376484
29.49	-64.3707138570026
29.52	-59.5827724076807
29.55	-53.1235683769919
29.58	-47.2515647127293
29.61	-40.3406680924818
29.64	-32.5715555520728
29.67	-24.4410889400169
29.7	-15.5879141846672
29.73	-5.5603386964649
29.76	3.11215902306139
29.79	12.1460108142346
29.82	20.9088470516726
29.85	30.2137143965811
29.88	37.8473191601224
29.91	44.8937235572375
29.94	52.2563127670437
29.97	57.8573008775711
30	62.7355808448046
30.03	66.4846293381415
30.06	70.6853704210371
30.09	72.0856174486689
30.12	72.8986641098745
30.15	73.4858644763008
30.18	72.2211252255365
30.21	70.0078315366991
30.24	66.8008141508326
30.27	63.638966023922
30.3	57.9928086544387
30.33	51.7594509185292
30.36	46.0681242900901
30.39	37.9376576780342
30.42	29.7620218070224
30.45	21.0895240874961
30.48	12.4621956269257
30.51	3.20249754097313
30.54	-6.19270832184702
30.57	-14.8200367824174
30.6	-22.7698263586499
30.63	-31.6681703729555
30.66	-39.3921136544086
30.69	-46.7547028642148
30.72	-52.9428913411684
30.75	-57.7308327904902
30.78	-62.3380972039886
30.81	-66.4936690279283
30.84	-69.4296708600596
30.87	-71.4622875130735
30.9	-72.0494878794998
30.93	-70.8299178876914
30.96	-70.1523790033534
30.99	-67.8939160555601
31.02	-64.6868986696936
31.05	-60.5764961047098
31.08	-54.8400002173148
31.11	-48.1549498918466
31.14	-41.966761414893
31.17	-34.4686644282192
31.2	-26.5640441109426
31.23	-17.8915463914163
31.26	-7.90914016216993
31.29	0.537511262577027
31.32	9.43585527688265
31.35	18.1986915143207
31.38	27.5938973771408
31.41	35.2726713996381
31.44	42.4094143146649
31.47	49.9075113013387
31.5	55.6891764476895
31.53	60.8384719686583
31.56	64.7230282388628
31.59	69.1496156165376
31.62	70.8660474568605
31.65	71.9501096718013
31.68	72.7179870740511
31.71	71.7694326359779
31.74	69.8271545008756
31.77	66.8008141508326
31.8	64.0906586134806
31.83	58.580009020865
31.86	52.7080053566024
31.89	46.2939705848694
31.92	39.8799358131364
31.95	31.2977766115218
31.98	22.5801096330397
32.01	14.2237967262045
32.04	5.18994493503124
32.07	-3.84390685614198
32.1	-13.0132664241828
32.13	-21.8212719205767
32.16	-29.816230755765
32.19	-36.6819581170566
32.22	-44.4962399164215
32.25	-50.9102746881545
32.28	-56.5564320576377
32.31	-61.4347120248713
32.34	-65.4547760719433
32.37	-68.4811164219864
32.4	-69.97170196753
32.43	-70.4233945570886
32.46	-70.1072097443976
32.49	-69.4748401190154
32.52	-67.4422234660015
32.55	-64.4158831159584
32.58	-60.4861575867981
32.61	-55.6078776195645
32.64	-49.5100276605226
32.67	-41.966761414893
32.7	-34.9655262767337
32.73	-27.1512444773689
32.76	-18.6594237936661
32.79	-9.89658755622804
32.82	-1.04341280087829
32.85	8.21628528507426
32.88	17.1597985583358
32.91	25.6516192420386
32.94	33.4207317824475
32.97	41.7318754303269
33	48.2814179789275
33.03	54.3340986790136
33.06	59.2123786462471
33.09	64.1809971313924
33.12	67.342845258303
33.15	69.7819852419198
33.18	70.8660474568605
33.21	72.40180226136
33.24	71.1370630105957
33.27	68.9689385807142
33.3	67.2525067403913
33.33	63.0065963985398
33.36	58.1734856902622
33.39	52.7531746155582
33.42	46.4746476206928
33.45	39.2475661877543
33.48	31.1622688346542
33.51	23.7093411069363
33.54	14.6754893157631
33.57	5.3706219708547
33.6	-2.71467538224533
33.63	-11.8388656913303
33.66	-20.6468711877242
33.69	-28.9128455766477
33.72	-36.907804411836
33.75	-43.5025162193924
33.78	-49.374519883655
33.81	-55.6078776195645
33.84	-60.3958190688863
